File,dataset,output,flag,username,timestamp
C:\Users\Simone\Documents\Desktop\public_and_social_services\ricette\flagged\File\6d21109c7de987099b0715e6886d9f8407f263b4\ricetta_3.pdf,C:\Users\Simone\Documents\Desktop\public_and_social_services\ricette\flagged\dataset\tmpitq6w18v.json,C:\Users\Simone\Documents\Desktop\public_and_social_services\ricette\flagged\output\tmpm2j6u2rf.json,,,2023-06-16 21:08:24.126931
